trade_date,strike,side,entry_time,entry_price,exit_time,exit_price,pnl,exit_reason,pivot,mfe,mae,plus20_hit,plus40_hit,loss_count_after_trade,daily_pnl_after_trade,entry_ema20,entry_above_ema20,distance_from_ema20,previous_candle_touched_ema20,current_candle_touched_ema20,entry_candle_color,entry_near_ema20_5pts,entry_near_ema20_10pts,entry_near_ema20_15pts,entry_candle_high,entry_candle_low,entry_candle_range,anti_chase_pass
2026-06-15,24000,PE,2026-06-15 11:00:00,113.55,2026-06-15 12:40:00,146.1,32.55,tsl_candle_low,106.925,51.45,-5.3999999999999915,True,True,1,16.700000000000003,157.75181182264942,False,-44.20181182264942,False,False,green,False,False,False,119.0,105.6,13.400000000000006,True
2026-06-16,23900,CE,2026-06-16 09:25:00,72.05,2026-06-16 09:40:00,56.4,-15.649999999999999,pivot_close_sl,65.6,9.799999999999997,-15.899999999999999,False,False,1,-15.649999999999999,83.29532545671492,False,-11.245325456714923,False,False,green,False,False,True,72.6,58.25,14.349999999999994,True
2026-06-16,23900,CE,2026-06-16 09:50:00,67.1,2026-06-16 10:00:00,49.8,-17.299999999999997,pivot_close_sl,65.6,5.450000000000003,-19.499999999999993,False,False,2,-32.949999999999996,76.26374464491606,False,-9.163744644916065,False,False,green,False,True,True,69.85,55.15,14.699999999999996,True
2026-06-16,23900,CE,2026-06-16 10:30:00,70.5,2026-06-16 11:00:00,70.5,0.0,cost_to_cost,65.6,23.400000000000006,-7.350000000000001,True,False,2,-32.949999999999996,66.7289985662953,True,3.771001433704697,True,True,green,True,True,True,72.3,64.55,7.75,True
2026-06-16,23900,CE,2026-06-16 13:25:00,74.45,2026-06-16 13:50:00,64.0,-10.450000000000003,pivot_close_sl,65.6,8.549999999999997,-16.550000000000004,False,False,3,-43.4,53.33784016086259,True,21.112159839137412,True,False,green,False,False,False,75.8,63.15,12.649999999999999,True
2026-06-17,24050,PE,2026-06-17 09:30:00,181.0,2026-06-17 09:40:00,164.6,-16.400000000000006,pivot_close_sl,169.25,2.9000000000000057,-16.599999999999994,False,False,1,-16.400000000000006,200.31974378890214,False,-19.319743788902144,False,False,red,False,False,False,187.65,174.25,13.400000000000006,True
2026-06-17,24050,CE,2026-06-17 09:45:00,170.65,2026-06-17 10:00:00,159.05,-11.599999999999994,pivot_close_sl,169.25,5.150000000000006,-13.050000000000011,False,False,2,-28.0,141.97845542311353,True,28.671544576886475,False,False,green,False,False,False,173.0,164.05,8.949999999999989,True
2026-06-17,24050,PE,2026-06-17 10:10:00,170.95,2026-06-17 10:15:00,159.3,-11.649999999999977,pivot_close_sl,169.25,0.30000000000001137,-12.949999999999989,False,False,3,-39.64999999999998,181.7312386206609,False,-10.7812386206609,False,False,green,False,False,True,171.5,160.7,10.800000000000011,True
2026-06-18,24050,CE,2026-06-18 09:20:00,150.15,2026-06-18 10:35:00,150.15,0.0,cost_to_cost,142.775,25.25,-17.400000000000006,True,False,0,0.0,154.33683728901119,False,-4.18683728901118,True,False,green,True,True,True,154.0,143.05,10.949999999999989,True
2026-06-18,24050,PE,2026-06-18 11:15:00,143.7,2026-06-18 11:20:00,141.45,-2.25,pivot_close_sl,142.775,8.900000000000006,-6.949999999999989,False,False,1,-2.25,121.4606521558542,True,22.239347844145783,False,False,green,False,False,False,144.65,130.7,13.950000000000017,True
2026-06-18,24050,CE,2026-06-18 12:30:00,161.3,2026-06-18 14:05:00,139.85,-21.450000000000017,pivot_close_sl,142.775,5.299999999999983,-23.30000000000001,False,False,2,-23.700000000000017,140.86829411413848,True,20.431705885861533,False,False,green,False,False,False,163.45,151.7,11.75,True
2026-06-18,24050,CE,2026-06-18 14:20:00,144.35,2026-06-18 14:25:00,133.9,-10.449999999999989,pivot_close_sl,142.775,0.0,-11.0,False,False,3,-34.150000000000006,147.96682300404535,False,-3.616823004045358,False,False,green,True,True,True,144.4,130.8,13.599999999999994,True
